Date,Open,High,Low,Close,Adj Close,Volume
2023-10-10,148.326996,149.093002,148.188995,148.326996,148.326996,0
2023-10-11,148.628006,149.179993,148.438004,148.628006,148.628006,0
2023-10-12,149.035995,149.781998,148.957993,149.035995,149.035995,0
2023-10-13,149.789993,149.822998,149.455994,149.789993,149.789993,0
2023-10-16,149.565994,149.753006,149.378006,149.565994,149.565994,0
2023-10-17,149.578003,149.789001,149.319000,149.578003,149.578003,0
2023-10-18,149.759003,149.878998,149.513000,149.759003,149.759003,0
2023-10-19,149.742004,149.932007,149.707001,149.742004,149.742004,0
2023-10-20,149.802002,149.992004,149.804993,149.802002,149.802002,0
2023-10-23,149.880005,149.988998,149.742004,149.880005,149.880005,0
2023-10-24,149.768997,149.917999,149.335007,149.768997,149.768997,0
2023-10-25,149.854004,149.970001,149.794998,149.854004,149.854004,0
2023-10-26,150.098007,150.772003,150.048004,150.098007,150.098007,0
2023-10-27,150.365997,150.403000,149.554001,150.365997,150.365997,0
2023-10-30,149.733002,149.845993,148.813995,149.733002,149.733002,0
2023-10-31,149.110992,151.529007,149.029999,149.110992,149.110992,0
2023-11-01,151.294006,151.432007,150.824005,151.294006,151.294006,0
2023-11-02,150.574997,150.587997,149.850006,150.574997,150.574997,0
2023-11-03,150.496994,150.492996,149.259003,150.496994,150.496994,0
2023-11-06,149.449005,149.830002,149.382004,149.449005,149.449005,0
2023-11-07,149.988998,150.686996,149.968994,149.988998,149.988998,0
2023-11-08,150.395996,150.981995,150.345993,150.395996,150.395996,0
2023-11-09,150.863998,151.175995,150.798004,150.863998,150.863998,0
2023-11-10,151.348999,151.559006,151.225006,151.348999,151.348999,0
2023-11-13,151.468994,151.903000,151.240005,151.468994,151.468994,0
2023-11-14,151.645996,151.774994,150.697006,151.645996,151.645996,0
2023-11-15,150.485001,151.231995,150.259995,150.485001,150.485001,0
2023-11-16,151.214996,151.421005,150.296997,151.214996,151.214996,0
2023-11-17,150.705002,150.768997,149.214996,150.705002,150.705002,0
2023-11-20,149.942001,149.968994,148.108994,149.942001,149.942001,0
2023-11-21,148.362000,148.417007,147.169006,148.362000,148.362000,0
2023-11-22,148.151993,149.744003,148.093994,148.151993,148.151993,0
2023-11-23,149.460007,149.686996,148.888000,149.460007,149.460007,0
2023-11-24,149.634995,149.699005,149.201004,149.634995,149.634995,0
2023-11-27,149.570999,149.653000,148.673996,149.570999,149.570999,0
2023-11-28,148.451996,148.796005,147.399994,148.451996,148.451996,0
2023-11-29,147.063004,147.888000,146.699005,147.063004,147.063004,0
2023-11-30,147.039001,148.460007,146.886002,147.039001,147.039001,0
2023-12-01,147.998993,148.313995,146.850998,147.998993,147.998993,0
2023-12-04,146.393005,147.223007,146.253998,146.393005,146.393005,0
2023-12-05,147.326996,147.369995,146.593994,147.326996,147.326996,0
2023-12-06,147.184998,147.487000,146.904999,147.184998,147.184998,0
2023-12-07,147.184006,147.181000,143.856995,147.184006,147.184006,0
2023-12-08,144.278000,145.147995,142.522995,144.278000,144.278000,0
2023-12-11,144.983002,146.552994,144.903000,144.983002,144.983002,0
2023-12-12,146.085007,146.115997,144.815002,146.085007,146.085007,0
2023-12-13,145.279999,145.977005,145.061996,145.279999,145.279999,0
2023-12-14,142.772995,142.873001,141.044006,142.772995,142.772995,0
2023-12-15,142.279007,142.447006,141.470001,142.279007,142.279007,0
2023-12-18,142.313004,143.126999,142.076004,142.313004,142.313004,0
2023-12-19,142.722000,144.934998,142.263000,142.722000,142.722000,0
2023-12-20,143.889008,144.063004,143.302002,143.889008,143.889008,0
2023-12-21,143.522995,143.548996,142.059998,143.522995,143.522995,0
2023-12-22,142.070007,142.645996,141.884003,142.070007,142.070007,0
2023-12-25,142.341995,142.479996,142.139008,142.341995,142.341995,0
2023-12-26,142.229996,142.619995,142.108002,142.229996,142.229996,0
2023-12-27,142.460999,142.832001,141.858002,142.460999,142.460999,0
2023-12-28,141.399002,141.651993,140.289993,141.399002,141.399002,0
2023-12-29,141.429993,141.899002,140.828995,141.429993,141.429993,0
2024-01-01,140.951996,141.024994,140.951996,140.951996,140.951996,0
2024-01-02,141.126007,142.186005,141.106995,141.126007,141.126007,0
2024-01-03,142.154999,143.692993,141.869003,142.154999,142.154999,0
2024-01-04,142.998993,144.832001,142.867996,142.998993,142.998993,0
2024-01-05,144.764999,145.957993,143.848007,144.764999,144.764999,0
2024-01-08,144.716003,144.792999,143.669998,144.716003,144.716003,0
2024-01-09,144.229996,144.432007,143.453003,144.229996,144.229996,0
2024-01-10,144.427994,145.809998,144.438995,144.427994,144.427994,0
2024-01-11,145.733994,146.358994,145.279007,145.733994,145.733994,0
2024-01-12,145.046005,145.511002,144.369003,145.046005,145.046005,0
2024-01-15,145.149002,145.934006,145.097000,145.149002,145.149002,0
2024-01-16,145.794006,147.164001,145.591003,145.794006,145.794006,0
2024-01-17,147.246002,148.501999,147.126999,147.246002,147.246002,0
2024-01-18,148.117996,148.298004,147.667007,148.117996,148.117996,0
2024-01-19,148.128006,148.781006,147.850006,148.128006,148.128006,0
2024-01-22,148.121002,148.276001,147.641006,148.121002,148.121002,0
2024-01-23,148.141998,148.580002,147.042999,148.141998,148.141998,0
2024-01-24,148.251007,148.238007,146.675995,148.251007,148.251007,0
2024-01-25,147.591003,147.858002,147.108994,147.591003,147.591003,0
2024-01-26,147.723007,148.139008,147.509003,147.723007,147.723007,0
2024-01-29,148.139999,148.322006,147.606003,148.139999,148.139999,0
2024-01-30,147.468002,147.901993,147.110001,147.468002,147.468002,0
2024-01-31,147.369003,147.889999,146.082001,147.369003,147.369003,0
2024-02-01,146.996002,147.108994,145.921005,146.996002,146.996002,0
2024-02-02,146.451004,148.561996,146.248001,146.451004,146.451004,0
2024-02-05,148.501007,148.880005,148.279999,148.501007,148.501007,0
2024-02-06,148.639999,148.783005,148.005997,148.639999,148.639999,0
2024-02-07,147.817993,148.244995,147.662994,147.817993,147.817993,0
2024-02-08,148.085999,149.473999,147.934998,148.085999,148.085999,0
2024-02-09,149.259003,149.570999,149.059006,149.259003,149.259003,0
2024-02-12,149.167007,149.475998,148.932007,149.167007,149.167007,0
2024-02-13,149.404999,150.753998,149.283997,149.404999,149.404999,0
2024-02-14,150.723999,150.774002,150.363007,150.723999,150.723999,0
2024-02-15,150.544006,150.559006,149.759003,150.544006,150.544006,0
2024-02-16,149.945999,150.636993,149.929993,149.945999,149.945999,0
2024-02-19,150.139008,150.186996,149.882996,150.091003,150.091003,0
2024-02-20,150.270004,150.434006,149.697998,150.270004,150.270004,0
2024-02-21,149.938995,150.294998,149.856995,149.938995,149.938995,0
2024-02-22,150.354996,150.639008,150.016006,150.354996,150.354996,0
2024-02-23,150.483002,150.761993,150.306000,150.483002,150.483002,0
2024-02-26,150.496994,150.813995,150.296005,150.498001,150.498001,0
2024-02-27,150.565994,150.600006,150.128006,150.565994,150.565994,0
2024-02-28,150.494995,150.837006,150.373001,150.494995,150.494995,0
2024-02-29,150.656006,150.641006,149.214996,150.656006,150.656006,0
2024-03-01,150.095001,150.697998,150.069000,150.095001,150.095001,0
2024-03-04,150.104996,150.565994,149.843994,150.104996,150.104996,0
2024-03-05,150.466003,150.542007,149.733002,150.466003,150.466003,0
2024-03-06,150.048996,150.076004,149.139008,150.048996,150.048996,0
2024-03-07,149.268997,149.259003,147.582993,149.268997,149.268997,0
2024-03-08,147.867996,148.100006,146.503998,147.867996,147.867996,0
2024-03-11,146.774002,147.125000,146.494995,146.774002,146.774002,0
2024-03-12,146.731995,147.955994,146.645004,146.731995,146.731995,0
2024-03-13,147.619003,148.031006,147.251999,147.619003,147.619003,0
2024-03-14,147.621002,148.302994,147.509003,147.621002,147.621002,0
2024-03-15,148.296005,149.158005,148.057007,148.296005,148.296005,0
2024-03-18,148.955002,149.320999,148.929001,148.955002,148.955002,0
2024-03-19,149.143997,150.839005,149.117004,149.143997,149.143997,0
2024-03-20,151.035004,151.791000,151.016006,151.035004,151.035004,0
2024-03-21,150.759995,151.651993,150.276001,150.759995,150.759995,0
2024-03-22,151.632996,151.845993,151.026001,151.632996,151.632996,0
2024-03-25,151.304993,151.429993,151.057007,151.304993,151.304993,0
2024-03-26,151.373001,151.591003,151.218994,151.373001,151.373001,0
2024-03-27,151.529999,151.944000,151.037994,151.529999,151.529999,0
2024-03-28,151.287003,151.539001,151.151993,151.287003,151.287003,0
2024-03-29,151.440002,151.488998,151.169006,151.440002,151.440002,0
2024-04-01,151.397995,151.753998,151.257996,151.397995,151.397995,0
2024-04-02,151.580994,151.787003,151.477005,151.580994,151.580994,0
2024-04-03,151.539993,151.947006,151.459000,151.539993,151.539993,0
2024-04-04,151.580994,151.763000,151.511993,151.580994,151.580994,0
2024-04-05,151.292007,151.742996,150.854004,151.292007,151.292007,0
2024-04-08,151.690002,151.932007,151.677002,151.690002,151.690002,0
2024-04-09,151.843002,151.927994,151.578995,151.843002,151.843002,0
2024-04-10,151.776993,152.925995,151.682999,151.776993,151.776993,0
2024-04-11,152.964005,153.309006,152.766998,152.964005,152.964005,0
2024-04-12,153.192001,153.376999,152.617004,153.192001,153.192001,0
2024-04-15,153.283005,154.436005,153.285004,153.283005,153.283005,0
2024-04-16,154.205994,154.761002,154.149994,154.205994,154.205994,0
2024-04-17,154.697998,154.727005,154.460999,154.697998,154.697998,0
2024-04-18,154.341995,154.641006,153.985001,154.341995,154.341995,0
2024-04-19,154.610001,154.660995,153.617996,154.610001,154.610001,0
2024-04-22,154.628998,154.783997,154.587006,154.639999,154.639999,0
2024-04-23,154.813004,154.871002,154.593994,154.813004,154.813004,0
2024-04-24,154.744003,155.130005,154.740005,154.744003,154.744003,0
2024-04-25,155.259003,155.735992,155.259003,155.259003,155.259003,0
2024-04-26,155.597000,157.666000,155.479004,155.597000,155.597000,0
2024-04-29,158.223999,159.960999,154.548996,158.223999,158.223999,0
2024-04-30,156.313995,157.556000,156.203995,156.313995,156.313995,0
2024-05-01,157.722000,157.981995,157.421005,157.722000,157.722000,0
2024-05-02,155.703995,156.251007,153.494995,155.703995,155.703995,0
2024-05-03,153.044998,153.410004,151.880997,153.044998,153.044998,0
2024-05-06,153.565994,154.005005,153.320999,153.565994,153.565994,0
2024-05-07,154.237000,154.639999,153.893997,154.237000,154.237000,0
2024-05-08,154.748001,155.649994,154.694000,154.748001,154.748001,0
2024-05-09,155.419006,155.947006,155.225998,155.419006,155.419006,0
2024-05-10,155.389008,155.886002,155.380997,155.389008,155.389008,0
2024-05-13,155.817993,156.210007,155.595993,155.817993,155.817993,0
2024-05-14,156.233002,156.671005,156.227005,156.233002,156.233002,0
2024-05-15,156.498001,156.552994,154.759003,156.498001,156.498001,0
2024-05-16,154.281998,155.516006,153.589996,154.281998,154.281998,0
2024-05-17,155.378998,155.975006,155.270996,155.378998,155.378998,0
2024-05-20,155.753998,156.218994,155.514008,155.753998,155.753998,0
2024-05-21,156.369995,156.524002,155.871994,156.369995,156.369995,0
2024-05-22,156.251007,156.604996,156.147003,156.251007,156.251007,0
2024-05-23,156.703995,157.162994,156.529007,156.703995,156.703995,0
2024-05-24,156.973007,157.136993,156.867996,156.973007,156.973007,0
2024-05-27,156.869995,156.955002,156.677994,156.869995,156.869995,0
2024-05-28,156.845001,156.988998,156.612000,156.845001,156.845001,0
2024-05-29,157.261993,157.639008,157.022003,157.261993,157.261993,0
2024-05-30,157.608002,157.626999,156.427002,157.608002,157.608002,0
2024-05-31,156.953003,157.362000,156.570007,156.953003,156.953003,0
2024-06-03,157.179993,157.451004,155.970993,157.179993,157.179993,0
2024-06-04,156.076004,156.479004,154.600998,156.076004,156.076004,0
2024-06-05,155.123993,156.473007,155.110992,155.123993,155.123993,0
2024-06-06,155.929001,156.395996,155.406998,155.929001,155.929001,0
2024-06-07,155.697006,157.067001,155.141998,155.697006,155.697006,0
2024-06-10,156.832993,157.186005,156.723007,156.832993,156.832993,0
2024-06-11,157.039993,157.388000,156.811005,157.039993,157.039993,0
2024-06-12,157.104996,157.365005,155.729004,157.104996,157.104996,0
2024-06-13,156.800003,157.300003,156.576996,156.800003,156.800003,0
2024-06-14,157.128006,158.246994,156.899994,157.128006,157.128006,0
2024-06-17,157.546005,157.951996,157.169998,157.546005,157.546005,0
2024-06-18,157.699997,158.227997,157.524994,157.699997,157.699997,0
2024-06-19,157.871002,157.945007,157.613007,157.871002,157.871002,0
2024-06-20,157.957993,158.772003,157.955994,157.957993,157.957993,0
2024-06-21,158.931000,159.608002,158.686005,158.931000,158.931000,0
2024-06-24,159.860992,159.912994,159.018005,159.860992,159.860992,0
2024-06-25,159.686005,159.750000,159.253006,159.686005,159.686005,0
2024-06-26,159.686005,160.802994,159.662994,159.686005,159.686005,0
2024-06-27,160.621002,160.723999,160.313995,160.621002,160.621002,0
2024-06-28,160.686996,161.240997,160.276993,160.686996,160.686996,0
2024-07-01,160.906998,161.714996,160.819000,160.906998,160.906998,0
2024-07-02,161.511993,161.729996,161.285004,161.511993,161.511993,0
2024-07-03,161.503998,161.942001,160.865005,161.503998,161.503998,0
2024-07-04,161.621002,161.585999,160.955002,161.621002,161.621002,0
2024-07-05,null,null,null,null,null,null
2024-07-08,160.638000,161.106995,160.272003,160.638000,160.638000,0
2024-07-09,160.856995,161.494995,160.746994,160.856995,160.856995,0
2024-07-10,161.330994,161.740005,161.300003,161.330994,161.330994,0
2024-07-11,161.606995,161.746994,157.488998,161.606995,161.606995,0
2024-07-12,158.201004,159.376007,157.378998,158.201004,158.201004,0
2024-07-15,158.313004,158.358002,157.753998,158.313004,158.313004,0
2024-07-16,158.141006,158.841003,158.113007,158.141006,158.141006,0
2024-07-17,158.350006,158.578003,156.119995,158.350006,158.350006,0
2024-07-18,155.686005,156.985001,155.496994,155.686005,155.686005,0
2024-07-19,157.149994,157.854996,156.977997,157.149994,157.149994,0
2024-07-22,157.421997,157.604996,156.298996,157.421997,157.421997,0
2024-07-23,156.891006,156.903000,155.828995,156.891006,156.891006,0
2024-07-24,155.768005,155.977005,153.110992,155.768005,155.768005,0
2024-07-25,153.891006,154.151001,151.966995,153.891006,153.891006,0
2024-07-26,153.697006,154.731003,153.261993,153.697006,153.697006,0
2024-07-29,154.139008,154.337006,153.063004,154.139008,154.139008,0
2024-07-30,153.832993,155.190002,153.656006,153.832993,153.832993,0
2024-07-31,152.669998,153.580994,149.664001,152.669998,152.669998,0
2024-08-01,149.744003,150.856995,148.505005,149.744003,149.744003,0
2024-08-02,149.201004,149.764008,146.423996,149.201004,149.201004,0
2024-08-05,145.584000,145.917999,141.697006,145.584000,145.584000,0
2024-08-06,145.789993,146.257004,144.063004,145.789993,145.789993,0
2024-08-07,144.731995,147.822006,144.554001,144.731995,144.731995,0
2024-08-08,146.123993,147.475006,145.470993,146.123993,146.123993,0
2024-08-09,147.669006,147.735992,146.311996,147.669006,147.669006,0
2024-08-12,147.042007,148.201004,146.699005,147.042007,147.042007,0
2024-08-13,146.981995,147.929993,146.910995,146.981995,146.981995,0
2024-08-14,146.970993,147.552002,146.080994,146.970993,146.970993,0
2024-08-15,147.253006,149.263000,147.063004,147.253006,147.253006,0
2024-08-16,149.222000,149.229996,147.639008,149.222000,149.222000,0
2024-08-19,147.955994,147.959000,145.220993,147.955994,147.955994,0
2024-08-20,146.699005,147.319000,145.533997,146.699005,146.699005,0
2024-08-21,145.347000,146.339005,144.981003,145.347000,145.347000,0
2024-08-22,145.117996,146.470001,144.947998,145.117996,145.117996,0
2024-08-23,146.238007,146.334000,145.285004,145.550995,145.550995,0
